game_name;steam_id;required_age;is_free;description;languages;developers;publishers;release_date;price;metacritic_score;genres;categories;release_date_2
Dungeons of Hinterberg;1983260;0;False;"Armed with a sword and a tourist guide, explore the beautiful alpine village of Hinterberg and uncover the magic hidden within its dungeons! Master magic, solve puzzles, slay monsters; all this and more await you in Hinterberg!";English, French, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Simplified Chinese, Traditional Chinese;Microbird Games;Curve Games;{'coming_soon': False, 'date': '18 Jul, 2024'};£12.49;80.0;Action, Adventure, Indie, RPG;Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing;
Seablip;1471270;0;False;Go from humble beginnings to a feared pirate captain in this seafaring open-world adventure! Enhance your reputation as you take on bounties, upgrade your ship, hire a crew and search for treasure, or just go fishing instead!;English;Jardar Solli;Vibedy;{'coming_soon': False, 'date': '17 May, 2024'};£8.95;;Adventure, Indie, RPG, Early Access;Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Family Sharing;
Tomorrow's Love Puzzle;2726890;0;False;Play as 'Ming Tian' in a romantic game, where you meet six unique women. From dominant to innocent, mysterious, dignified, cheerful, to clingy, your choices determine Ming Tian's love story. Who will he choose? You decide.;English, Simplified Chinese;柚元(上海)文化传媒有限公司;柚元(上海)文化传媒有限公司, 优酷视频;{'coming_soon': False, 'date': '25 Jan, 2024'};£8.50;;Casual, Indie, RPG, Simulation;Single-player, Family Sharing;
Grim Clicker;1160750;0;True;Grim Clicker is an IDLE/RPG clicker where you will find your own strategy to explore the lost worlds. Inspired by games such as Diablo, Grim Dawn, Dark Souls, etc., the game features a complex character development, many unique items, active and passive playstyle.;English, Russian;EvilCharm Games;EvilCharm Games, Aleksandr Golovkin;{'coming_soon': False, 'date': '30 Jan, 2024'};;;Indie, RPG, Free To Play;Single-player, Steam Achievements, In-App Purchases, Steam Cloud;
Republic of Pirates;2103470;0;False;Establish and grow a pirate utopia during the Golden Age of Piracy. Create a resource-based economy, engage in real-time naval combat, and navigate diplomatic relationships with rival powers. Explore the far reaches of the Caribbean in search of the ultimate fortune and glory…;English, French, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Korean, Polish, Russian;Crazy Goat Games;PQube;{'coming_soon': False, 'date': '19 Jun, 2024'};£20.99;;Simulation, Strategy;Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing;
NUKITASHI 2;2614070;0;False;A new battle begins for Junnosuke—backed by the FS Big Three! “This is what it truly means for the minority to get vengeance.”;English, Simplified Chinese, Traditional Chinese;Qruppo;Shiravune;{'coming_soon': False, 'date': '15 Feb, 2024'};£14.69;;Adventure, Casual;Single-player, Steam Cloud, Family Sharing;
Internet Cafe & Supermarket Simulator 2024;2738380;0;False;"Internet Cafe &amp; Supermarket Simulator 2024&quot; is a comprehensive simulation game that combines the management of both an internet cafe and a supermarket. Step into the role of a shop owner, apply your business acumen, and expand your empire step by step.";English, French, Italian, German, Russian, Turkish, Japanese, Polish, Simplified Chinese, Traditional Chinese, Korean, Spanish - Spain, Portuguese - Brazil, Danish, Ukrainian, Hungarian, Indonesian, Norwegian, Czech, Swedish, Romanian, Finnish, Dutch, Portuguese - Portugal, Spanish - Latin America, Vietnamese;SmartPlayGames;SmartPlayGames;{'coming_soon': False, 'date': '13 Sep, 2024'};£8.69;;Casual, Indie, RPG, Simulation;Single-player, Steam Achievements, Steam Cloud, Family Sharing;
Intravenous 2;2608270;0;False;Intravenous 2 is the ultimate blend of tactical gameplay and immersive storytelling. Will you embrace the shadows or confront your foes head-on? The choice is yours. Experience a new era of tactical stealth action. Save lives. Uncover secrets. Take vengeance.;English, French, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Simplified Chinese, Traditional Chinese, Turkish, Portuguese - Brazil;Explosive Squat Games;HypeTrain Digital;{'coming_soon': False, 'date': '15 Aug, 2024'};£14.99;;Action, Adventure, Strategy;Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing;
Realms Of Bondage;2353700;0;False;Train sexy girls. Transform them into submissive masochists or cock-craving sluts. Go on sex-filled adventures across a rich fantasy world. Your choices matter. Multiple endings await you.;English, Simplified Chinese, Japanese, French;Pink Tea;Pink Tea;{'coming_soon': False, 'date': '11 Apr, 2024'};£12.79;;Casual, Simulation;Single-player, Steam Achievements, Family Sharing;
Endzone 2;2144640;0;False;Endzone 2 is a post-apocalyptic survival colony builder, where you embark to secure humanity's survival after a cataclysmic disaster. Discover and repopulate the last habitable grounds, while the survival of your people hinges on your wits, foresight, and resilience in a harsh and unforgiving world.;English, French, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Russian, Polish, Portuguese - Brazil, Turkish, Ukrainian, Italian;Gentlymad Studios;Assemble Entertainment;{'coming_soon': False, 'date': '26 Aug, 2024'};£16.79;;Simulation, Strategy, Early Access;Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing;
The Magical Mixture Mill;1883800;0;False;Gather exotic ingredients, brew complex mixtures, and expand your magically automated production lines -- keeping your shelves stocked, your customers happy, and your pockets full.;English, Japanese, French, German, Simplified Chinese;Glowlight;HOOK;{'coming_soon': False, 'date': '27 Mar, 2024'};£17.99;;Adventure, Casual, Indie, Simulation;Single-player, Full controller support, Family Sharing;
Beyond Good & Evil - 20th Anniversary Edition;2556990;0;False;Embark on this epic adventure in up to 4K 60 fps with improved graphics and audio, a new speedrun mode, updated achievements, and an exclusive anniversary gallery.;English, French, Italian, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean, Japanese, Dutch, Polish, Portuguese - Brazil, Russian;Ubisoft;Ubisoft;{'coming_soon': False, 'date': '24 Jun, 2024'};£14.39;;Action, Adventure;Single-player, Steam Achievements, Full controller support;
Concord™;2443720;0;False;JOIN THE CREW OF THE NORTHSTAR. Assemble your crew of Freegunner space outlaws and team up with friends online on PlayStation®5 and PC* in Concord.;English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Thai, Traditional Chinese;Firewalk Studios;PlayStation Publishing LLC;{'coming_soon': False, 'date': '23 Aug, 2024'};;;Action;Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Partial Controller Support, Family Sharing;
X-Angels;2090810;0;False;Use the power of your virginity to defeat and humiliate the corrupt Angels in this rogue-lite card battle thriller!;Traditional Chinese, English, Japanese, Thai, Simplified Chinese, Korean;Barance Studio;Mango Party, Barance Studio, Mango Party News;{'coming_soon': False, 'date': '21 Jun, 2024'};£9.29;;Adventure, Indie, RPG, Simulation, Strategy;Single-player, Steam Achievements, Steam Cloud, Family Sharing;
Lovey-Dovey Lockdown;2329630;0;False;You and your former college crush have been locked in a room through divine intervention. The only way out is for you to…;Traditional Chinese, English, Simplified Chinese, Japanese;樹懶叫工作室, Sloth Gamer, Maker製造機;Mango Party, LewdLoco, Mango Party News;{'coming_soon': False, 'date': '13 Mar, 2024'};£8.50;;Casual, Simulation;Single-player, Family Sharing;
Swarm Grinder;1375900;0;False;Swarm Grinder is an action roguelite game with pixel art graphics. Battle enemies to make your way through a mass of spreading and evolving cells hosting dormant enemies. Collect a variety of game-changing skills and upgrades to create unique builds.;English, Turkish, German, French, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese;Last Bite Games;Last Bite Games, Gamersky Games;{'coming_soon': False, 'date': '22 Apr, 2024'};£6.99;;Action, Casual, Indie, RPG;Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing;
No Plan B;1269020;0;False;Carefully plan your team's tactics in close quarters battles. Use the timeline to synchronize each door breach, grenade throw and room entry with precision. Watch your team execute your plan autonomously in epic cinematic replays. Take on challenging roguelike campaigns or standalone missions.;English, French, Spanish - Spain, Hungarian, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Turkish, Italian, Korean, Romanian, Swedish, German, Polish, Arabic, Dutch, Estonian, Slovenian, Portuguese - Portugal, Ukrainian;GFX47;GFX47;{'coming_soon': False, 'date': '3 Apr, 2024'};£12.79;;Action, Indie, Simulation, Strategy;Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing;
Felvidek;2299900;0;False;In Felvidek, a JRPG set in 15th century Slovakia, you embrace the role of an alcoholic knight Pavol. Meet diverse and interesting characters to help you drive out the Hussites and Ottomans who blight this land.;English, Slovak, Russian;Jozef Pavelka, Vlado Ganaj;Tutto Passa;{'coming_soon': False, 'date': '29 Mar, 2024'};£9.29;;Indie, RPG;Single-player, Full controller support, Family Sharing;
Necrosmith 2;2277320;0;False;Like a dead man reanimated by dark sorcery, the necromancer simulator is back! Give the undead the ability to fly over mountains and swim across rivers, explore a fully generated world at night and fend off enemy hordes during the day. Start a new, uhm, life.;English, French, German, Spanish - Spain, Portuguese - Brazil, Traditional Chinese, Simplified Chinese, Korean, Polish, Russian, Japanese;Alawar;Alawar;{'coming_soon': False, 'date': '27 Mar, 2024'};£3.34;;Adventure, Indie, Simulation, Strategy;Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing;
Master Bladesmith;1194830;0;False;This unique RPG blends VR action and progression. Mine materials, buy equipment, build your arsenal by crafting more and more powerful blades. Battle in the Time Chamber to test your creations as you progress through levels, and build your character as you upgrade your equipment.;English;Elixir Games;Elixir Games;{'coming_soon': False, 'date': '30 Jun, 2024'};£23.79;;Action, Indie, RPG, Simulation;Single-player, Tracked Controller Support, VR Only, Family Sharing;
Furnish Master;2004080;0;False;Furnish Master is a relaxing game about furnishing apartments, houses, commercial estate and even outdoor territory! Realize your design dreams!;English, French, German, Spanish - Spain, Russian, Simplified Chinese, Japanese, Portuguese - Brazil, Korean, Polish, Thai, Turkish, Italian, Portuguese - Portugal;Alex Blintsov;Alex Blintsov;{'coming_soon': False, 'date': '19 Feb, 2024'};£11.90;;Casual, Indie, Simulation, Early Access;Single-player, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing;
Crown Wars: The Black Prince;1658920;16;False;The War of Crowns rages on. Knights and brigands run rampant throughout the land, sowing destruction. From your castle base, rise to become the lord who leads the battle against the forces of evil in this turn-based tactics and strategy game.;English, French, Italian, German, Spanish - Spain, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese;Artefacts Studio;Nacon;{'coming_soon': False, 'date': '23 May, 2024'};£34.99;;Adventure, RPG, Strategy;Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing;
1000xRESIST;1675830;0;False;1000xRESIST is a thrilling sci-fi adventure. The year is unknown, and a disease spread by an alien invasion keeps you underground. You are Watcher. You dutifully fulfil your purpose in serving the ALLMOTHER, until the day you discover a shocking secret that changes everything.;English, Traditional Chinese, Japanese;sunset visitor 斜陽過客;Fellow Traveller;{'coming_soon': False, 'date': '9 May, 2024'};£13.40;85.0;Adventure, Indie;Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing;
GRAVEN;1371690;0;False;Action, mystery, and a chance for redemption await you in the gritty first-person action-adventure GRAVEN. Explore a dark fantasy world as a wrongly convicted man of faith. Battle the horrors of humanity, the wilds, and beyond using armaments, magic, and the environment.;English, French, German, Spanish - Spain, Japanese, Russian, Simplified Chinese;Slipgate Ironworks™;3D Realms, Fulqrum Publishing;{'coming_soon': False, 'date': '23 Jan, 2024'};£7.13;;Action, Adventure, RPG;Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Steam Cloud, Family Sharing;
